CHROMOSOME	GENOME_START	GENE_SYMBOL	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40
2	47922669	MSH6	-0.161	-0.543	-0.328	-0.514	-0.398	-0.337	-0.123	-0.934	-0.324	-1.741	-0.342	-0.47	-0.909	-0.49	-0.323	-1.317	-0.297	-0.672	-0.4	-0.544	-0.366	-0.118	-0.571	-0.061	-0.625	-0.851	-0.602	-0.543	-0.009	-0.308	-0.569	-1.474	-0.746	-1.703	-0.177	-0.365	-0.345	-0.082	-0.322	-1.056
2	24714783	NCOA1	-0.787	-0.346	-0.72	-0.591	-0.541	-1.607	-1.845	-0.792	-0.702	-0.689	-1.027	-0.991	-1.279	-0.114	-0.803	-0.316	-0.479	-1.089	-0.282	-0.621	-0.308	-0.173	-0.389	-0.286	-0.376	-0.506	-0.435	-1.444	-0.171	-0.621	-0.069	-1.374	-0.433	-1.074	-1.039	-0.304	-0.743	-0.305	-1.135	-0.553
2	61108656	REL	-0.684	-0.489	-0.761	-0.653	-0.617	-0.222	-0.726	-0.214	-0.7	-0.977	-0.563	-0.093	-0.831	-0.347	-0.091	-0.306	-1.11	-0.996	-0.337	-0.416	-0.633	-0.155	-0.533	-0.856	-1.16	-0.299	-0.228	-0.322	-1.249	-0.279	-2.074	-0.367	-0.145	-0.183	-0.323	-1.597	-0.914	-1.199	-0.418	-0.265
2	45232300	SIX2	-0.631	-0.427	-0.531	-0.319	-0.812	-0.152	-1.018	-0.333	-0.868	-1.1	-1.536	-1.532	-0.392	-0.104	-0.342	-0.422	-0.855	-1.012	-0.714	-0.267	-0.673	-0.1	-0.299	-1.585	-0.198	-0.055	-0.506	-0.327	-0.455	-0.259	-0.349	-0.851	-0.03	-0.551	-0.312	-0.133	-1.151	-0.448	-0.89	-0.272
2	37070783	STRN	-0.343	-1.162	-0.066	-0.484	-0.875	-1.062	-0.532	-0.375	-0.32	-0.473	-0.32	-1.264	-0.141	-0.003	-0.48	-0.73	-1.308	-0.171	-0.178	-0.167	-0.285	-0.099	-0.174	-1.002	-0.371	-0.352	-0.375	-0.984	-0.402	-0.643	-0.155	-0.026	-0.823	-0.245	-0.098	-0.907	-0.469	-0.126	-0.502	-0.055
2	24252210	WDCP	-0.131	-0.575	-0.277	-1.104	-0.989	-0.555	-0.72	-0.401	-0.606	-1.201	-0.156	-0.155	-0.342	-0.514	-0.392	-1.066	-0.13	-0.842	-0.261	-0.598	-1.241	-0.922	-0.283	-0.447	-0.156	-0.737	-0.805	-0.72	-0.226	-0.269	-0.166	-1.337	-1.227	-1.108	-0.263	-0.3	-0.724	-0.055	-0.524	-0.476
2	61704984	XPO1	-0.857	-0.509	-0.949	-0.309	-0.9	-1.627	-0.385	-1.069	-0.973	-0.973	-0.217	-0.472	-0.505	-0.386	-0.29	-1.144	-0.023	-0.359	-0.4	-0.471	-1.326	-0.211	-0.853	-0.173	-0.595	-0.271	-0.406	-0.241	-0.462	-0.423	-0.562	-0.367	-0.31	-0.43	-0.171	-0.112	-1.697	-1.19	-2.191	-0.918
3	10068098	FANCD2	-0.473	-0.126	-0.421	-0.417	-0.185	-0.077	-0.95	-1.035	-0.62	-1.022	-1.456	-0.913	-0.777	-1.712	-1.635	-0.893	-0.217	-0.249	-1.318	-0.885	-0.905	-1.093	-1.745	-0.358	-0.977	-0.39	-0.674	-0.085	-0.76	-0.427	-1.25	-0.797	-0.732	-0.861	-0.873	-0.832	-1.501	-1.619	-1.191	-0.666
3	13573824	FBLN2	-0.751	-0.503	-0.441	-0.651	-0.579	-0.831	-0.702	-0.661	-0.18	-1.28	-0.248	-0.548	-1.014	-0.197	-0.989	-0.02	-0.185	-1.129	-0.472	-0.902	-0.909	-0.652	-0.993	-0.771	-1.142	-0.506	-0.996	-0.102	-0.432	-0.87	-2.266	-1.095	-0.429	-1.171	-0.669	-1.058	-0.752	-0.34	-0.307	-0.636
3	12328867	PPARG	-1.725	-0.337	-0.132	-0.139	-0.299	-1.188	-0.887	-1.133	-2.295	-1.07	-0.366	-0.287	-0.733	-0.993	-0.878	-1.179	-0.532	-0.969	-1.457	-0.988	-0.555	-1.085	-0.501	-0.419	-1.084	-0.047	-0.516	-0.844	-1.4	-0.941	-0.235	-0.704	-0.433	-0.744	-0.772	-0.465	-0.731	-0.559	-0.592	-0.157
3	12625100	RAF1	-0.95	-0.383	-0.862	-1.341	-0.56	-0.242	-1.076	-1.379	-0.05	-0.598	-0.944	-1.177	-0.154	-1.042	-0.341	-0.946	-0.522	-0.993	-1.251	-0.915	-0.538	-0.71	-0.322	-0.534	-0.511	-1.063	-1.301	-0.177	-1.031	-1.217	-0.388	-0.621	-0.012	-0.923	-0.572	-2.372	-0.946	-0.848	-0.649	-1.192
3	9022275	SRGAP3	-0.057	-0.762	-0.391	-1.357	-0.746	-0.739	-1.542	-1.152	-0.439	-1.36	-0.304	-0.39	-0.966	-1.048	-0.805	-0.365	-0.178	-0.517	-0.894	-0.694	-1.007	-0.772	-1.152	-1.117	-0.815	-1.494	-0.83	-0.758	-0.393	-1.48	-0.94	-0.769	-0.922	-0.447	-1.02	-0.563	-1.453	-0.73	-1.44	-0.66
3	30647994	TGFBR2	-1.518	-0.666	-0.668	-2.257	-1.935	-0.266	-0.665	-0.412	-0.669	-1.179	-0.256	-0.091	-1.004	-0.902	-0.799	-1.129	-0.504	-0.997	-0.969	-0.661	-0.283	-1.009	-0.762	-0.675	-0.692	-1.004	-0.724	-0.452	-0.99	-0.959	-1.221	-0.483	-0.469	-1.028	-1.13	-0.001	-0.824	-0.915	-0.336	-0.968
3	10182692	VHL	-0.689	-0.096	-0.483	-0.627	-1.219	-1.284	-0.435	-0.626	-0.903	-1.015	-0.274	-0.964	-0.684	-0.789	-0.923	-0.068	-0.563	-1.528	-0.27	-0.501	-0.595	-0.515	-0.728	-1.633	-0.459	-0.602	-0.62	-0.911	-0.246	-0.863	-0.849	-1.008	-0.75	-0.105	-0.941	-1.284	-1.123	-0.989	-1.104	-0.694
3	14186647	XPC	-0.263	-0.948	-0.933	-0.745	-0.462	-0.956	-0.609	-0.134	-0.594	-1.306	-0.601	-0.809	-0.011	-0.701	-0.827	-0.585	-0.729	-1.467	-0.218	-0.437	-1.311	-1.016	-0.905	-0.771	-0.881	-0.064	-0.815	-0.909	-0.867	-0.984	-2.395	-0.908	-0.493	-0.054	-1.707	-0.32	-0.074	-0.782	-0.518	-0.628
4	1795034	FGFR3	-0.43	-0.347	-0.569	-0.937	-0.667	-0.746	-0.088	-0.797	-0.942	-0.295	-0.034	-0.415	-1.213	-0.725	-0.875	-0.45	-0.347	-0.766	-0.687	-0.019	-0.098	-0.471	-0.089	-0.173	-0.908	-0.081	-0.162	-0.219	-0.038	-0.948	-0.003	-0.67	-0.521	-0.707	-0.469	-0.37	-0.403	-1.569	-1.322	-0.867
4	1873151	NSD2	-0.139	-0.951	-0.871	-0.885	-0.018	-0.031	-0.168	-0.889	-0.264	-0.74	-0.982	-0.873	-1.077	-0.511	-0.602	-0.633	-0.293	-1.114	-0.498	-0.199	-0.581	-0.596	-0.942	-0.687	-0.176	-0.22	-0.674	-0.866	-0.515	-0.371	-0.227	-1.714	-0.509	-0.286	-0.692	-0.564	-0.015	-0.226	-0.855	-0.09
5	131142683	ACSL6	-0.863	-1.12	-0.496	-0.549	-0.281	-0.723	-0.087	-0.765	-1.213	-1.557	-0.488	-0.689	-0.286	-2.127	-0.574	-1.209	-0.47	-1.071	-0.311	-0.102	-0.281	-0.731	-0.709	-0.476	-0.152	-0.258	-1.516	-0.939	-0.674	-0.225	-1.235	-0.41	-0.834	-0.819	-0.25	-0.2	-0.761	-1.09	-0.914	-0.172
5	132211071	AFF4	-1.175	-0.518	-1.041	-0.524	-0.659	-1.157	-0.665	-0.454	-0.41	-0.133	-0.555	-1.311	-0.755	-0.309	-1.277	-0.338	-0.827	-0.587	-0.219	-0.478	-0.414	-1.228	-0.062	-0.242	-1.575	-0.666	-0.883	-0.824	-1.285	-0.812	-0.917	-0.707	-1.055	-0.373	-1.897	-0.781	-0.751	-1.105	-0.524	-0.269
5	142149949	ARHGAP26	-0.698	-0.277	-0.03	-0.183	-0.283	-0.644	-0.133	-0.247	-2.129	-0.892	-0.319	-0.492	-0.513	-0.443	-1.216	-1.487	-0.288	-0.557	-0.418	-0.29	-0.124	-0.963	-0.681	-0.429	-0.785	-0.632	-0.968	-1.086	-0.204	-0.489	-0.221	-0.968	-0.786	-0.226	-2.018	-1.26	-0.586	-0.875	-0.813	-1.159
5	149781200	CD74	-1.314	-1.067	-0.406	-0.74	-0.177	-2.157	-0.727	-0.108	-0.237	-0.741	-0.865	-0.84	-1.005	-0.23	-0.983	-0.261	-0.713	-0.426	-0.6	-0.067	-0.884	-1.101	-0.761	-1.754	-0.918	-0.618	-0.73	-1.771	-0.293	-0.811	-0.698	-1.265	-0.984	-1.067	-0.363	-0.1	-1.001	-1.33	-2.007	-1.226
5	149432854	CSF1R	-0.202	-1.071	-1.018	-0.11	-0.801	-0.268	-1.044	-0.709	-1.259	-1.768	-0.889	-0.407	-0.815	-1.088	-1.217	-1.122	-1.086	-0.267	-0.688	-1.327	-0.259	-0.702	-0.698	-1.257	-1.043	-0.654	-1.15	-1.014	-1.174	-1.009	-1.536	-0.243	-0.241	-0.763	-0.81	-0.606	-1.037	-0.977	-0.236	-0.043
5	137946656	CTNNA1	-0.362	-0.787	-0.709	-0.723	-1.131	-0.907	-1.075	-1.275	-0.112	-0.149	-0.819	-0.403	-0.835	-0.246	-0.922	-0.68	-1.199	-2.033	-0.708	-0.418	-0.246	-0.248	-0.804	-0.166	-1.146	-0.951	-1.033	-1.308	-0.487	-1.95	-0.212	-0.631	-0.268	-0.442	-0.718	-0.293	-0.068	-0.749	-0.514	-1.068
5	158122928	EBF1	-0.594	-1.089	-0.063	-0.392	-0.287	-2.035	-0.83	-1.072	-0.863	-1.199	-0.558	-1.164	-2.441	-0.187	-0.841	-0.962	-0.85	-0.996	-1.289	-0.287	-0.672	-0.59	-0.458	-1.256	-0.53	-0.671	-0.152	-0.239	-0.078	-0.282	-1.579	-0.548	-0.511	-0.721	-0.663	-0.646	-2.34	-0.669	-1.282	-1.127
5	156569944	ITK	-0.858	-0.272	-0.303	-1.252	-0.811	-0.632	-0.583	-0.792	-0.049	-0.906	-0.794	-1.346	-0.944	-1.551	-0.763	-0.717	-0.595	-0.641	-1.071	-0.414	-0.64	-0.57	-0.567	-1.025	-0.021	-1.157	-1.039	-0.746	-0.625	-0.166	-1.695	-1.609	-1.04	-0.552	-1.289	-0.679	-0.269	-0.167	-0.27	-1.094
5	149493400	PDGFRB	-2.043	-0.668	-0.148	-1.85	-1.725	-1.378	-0.333	-1.287	-0.575	-1.067	-0.499	-1.253	-0.518	-0.302	-0.903	-1.157	-0.957	-0.24	-0.416	-1.036	-0.784	-1.655	-0.273	-0.23	-0.852	-0.692	-0.876	-1.135	-1.281	-1.178	-2.336	-0.879	-0.685	-1.32	-0.658	-0.003	-0.568	-1.009	-0.072	-0.863
5	159488808	PWWP2A	-0.977	-1.007	-0.679	-0.284	-1.518	-1.597	-1.225	-0.77	-0.835	-0.283	-0.554	-0.027	-0.319	-0.836	-0.495	-0.72	-1.421	-1.783	-0.03	-0.691	-0.48	-0.772	-0.48	-0.79	-0.476	-0.939	-0.89	-0.872	-0.682	-0.262	-0.275	-1.303	-0.125	-0.574	-1.018	-2.024	-0.224	-0.469	-0.864	-0.234
6	168227602	AFDN	-0.655	-0.651	-1.553	-0.229	-0.324	-1.334	-0.675	-0.355	-0.661	-0.198	-0.668	-1.522	-1.001	-0.847	-0.99	-2.141	-1.282	-0.008	-0.169	-0.528	-1.262	-1.715	-0.926	-0.481	-0.765	-1.368	-1.182	-0.573	-0.035	-0.356	-1.032	-0.628	-0.713	-1.928	-0.106	-1.399	-0.02	-1.256	-0.389	-0.853
6	157099063	ARID1B	-0.09	-1.171	-0.968	-0.472	-0.567	-0.542	-1.294	-1.247	-1.073	-0.529	-0.706	-0.088	-0.31	-2.122	-1.103	-0.425	-1.266	-0.535	-0.171	-1.919	-1.2	-1.119	-0.666	-0.388	-0.888	-0.709	-0.843	-0.618	-0.204	-0.22	-0.365	-1.601	-0.276	-1.225	-0.607	-0.449	-1.526	-0.408	-1.528	-1.057
6	151977826	ESR1	-1.686	-1.201	-0.367	-1.342	-0.958	-0.144	-0.633	-0.417	-0.681	-0.639	-1.399	-0.223	-0.862	-1.046	-0.717	-0.389	-0.787	-0.397	-0.724	-0.388	-0.639	-0.639	-0.226	-0.355	-0.597	-2.12	-1.723	-0.15	-0.634	-0.772	-0.64	-0.22	-1.478	-0.608	-0.668	-0.592	-0.922	-0.724	-2.159	-1.317
6	159186773	EZR	-0.616	-0.958	-1.472	-0.539	-0.708	-0.732	-0.006	-1.424	-0.979	-0.549	-2.352	-0.748	-1.726	-1.522	-2.285	-0.561	-0.74	-0.449	-0.613	-1.137	-0.775	-0.494	-0.214	-0.396	-1.904	-0.642	-1.678	-0.778	-0.007	-0.315	-1.174	-0.414	-1.969	-0.843	-0.165	-0.905	-0.474	-0.115	-1.021	-1.186
6	167412670	FGFR1OP	-1.293	-0.078	-2.055	-0.855	-0.359	-0.634	-1.489	-0.795	-1.358	-0.957	-0.471	-1.957	-0.619	-0.393	-1.053	-0.692	-1.069	-0.348	-0.687	-0.67	-2.534	-0.969	-0.452	-1.012	-1.122	-0.052	-0.26	-1.467	-1.011	-1.375	-1.664	-0.902	-0.7	-0.479	-0.219	-1.959	-0.744	-0.822	-1.557	-1.021
6	149979289	LATS1	-0.735	-1.371	-0.945	-0.756	-0.363	-0.288	-0.621	-0.719	-2	-0.618	-0.801	-2.09	-1.958	-1.339	-0.929	-2.104	-1.405	-0.785	-0.446	-0.247	-0.756	-1.317	-0.533	-0.341	-1.074	-0.853	-0.383	-1.663	-0.586	-0.234	-1.426	-1.104	-0.559	-1.108	-0.935	-0.233	-0.512	-0.207	-1.016	-1.423
6	163835032	QKI	-0.492	-0.509	-1.394	-0.174	-1.186	-0.577	-0.114	-1.139	-0.5	-1.534	-0.382	-0.218	-0.08	-1.287	-0.358	-0.899	-0.181	-0.572	-0.669	-0.833	-0.79	-0.603	-1.038	-0.804	-0.808	-0.073	-0.42	-1.054	-0.783	-0.457	-0.979	-0.33	-1.423	-1.136	-0.263	-0.898	-0.451	-0.437	-0.284	-0.779
7	91570181	AKAP9	-0.362	-0.104	-1.184	-0.133	-0.029	-1.535	-0.133	-0.083	-0.886	-0.133	-0.53	-0.091	-0.679	-0.565	-0.684	-0.478	-0.542	-0.019	-0.062	-0.208	-0.218	-1.589	-0.133	-0.095	-0.287	-0.755	-0.546	-0.133	-0.909	-1.09	-0.615	-0.133	-0.873	-0.761	-0.885	-0.133	-0.707	-1.016	-0.378	-1.162
7	92234235	CDK6	-0.354	-0.133	-0.117	-0.133	-0.124	-1.254	-1.175	-0.133	-0.124	-0.878	-0.92	-0.064	-0.918	-0.084	-0.144	-0.615	-0.099	-0.223	-0.771	-0.311	-0.563	-0.079	-0.321	-0.682	-0.133	-0.877	-1.066	-0.099	-0.133	-0.902	-0.133	-0.133	-0.595	-0.133	-0.133	-0.795	-0.377	-0.104	-0.161	-0.642
7	73442119	ELN	-0.36	-0.102	-0.539	-0.806	-0.133	-0.124	-0.367	-0.133	-0.133	-0.748	-0.124	-0.247	-0.124	-0.347	-1.012	-0.791	-0.124	-0.838	-0.61	-1.217	-0.349	-0.133	-1.759	-1.326	-0.502	-0.91	-0.098	-1.282	-0.064	-0.213	-1.535	-0.601	-0.519	-0.383	-0.913	-0.097	-0.124	-0.14	-0.133	-0.469
7	86273230	GRM3	-0.133	-0.048	-1.739	-0.035	-0.133	-0.533	-0.111	-0.895	-0.077	-1.007	-0.739	-0.111	-0.145	-0.133	-0.811	-0.133	-0.153	-0.469	-0.64	-0.28	-0.407	-0.117	-0.957	-0.21	-0.397	-0.494	-0.133	-0.029	-0.112	-0.831	-0.118	-0.384	-0.313	-0.451	-0.133	-0.133	-0.62	-0.969	-0.848	-0.928
7	75162621	HIP1	-0.402	-0.625	-0.133	-0.15	-0.111	-1.429	-0.133	-0.393	-0.544	-1.061	-0.426	-0.133	-0.759	-1.344	-0.738	-0.841	-1.879	-0.133	-1.428	-0.001	-1.357	-0.727	-0.597	-1.868	-0.104	-0.133	-0.198	-0.088	-0.665	-0.133	-0.8	-0.133	-0.898	-0.103	-1.076	-0.189	-0.133	-0.767	-0.133	-0.08
7	66452664	SBDS	-0.61	-0.778	-1.366	-0.133	-0.133	-0.133	-0.115	-0.621	-0.16	-1.486	-0.116	-0.582	-0.142	-0.933	-0.133	-0.213	-0.124	-0.418	-1.532	-0.357	-0.821	-0.099	-0.347	-0.097	-0.116	-0.068	-0.101	-0.133	-0.555	-1.514	-0.029	-0.659	-0.289	-0.133	-0.841	-0.674	-1.147	-0.61	-0.133	-0.015
7	57187321	ZNF479	-0.645	-0.765	-0.574	-0.361	-1.192	-0.071	-1.474	-0.043	-1.156	-0.08	-0.042	-0.917	-0.133	-0.124	-0.552	-0.89	-1.501	-0.103	-1.119	-0.884	-0.097	-0.506	-0.104	-0.885	-0.133	-1.082	-0.067	-0.133	-1.114	-0.133	-0.365	-0.537	-1.314	-0.109	-0.133	-0.133	-0.181	-0.088	-0.524	-0.133
8	118806729	EXT1	-1.567	-0.113	-0.417	-0.121	-0.381	-0.135	-0.38	-0.86	-1.103	-0.335	-0.471	-0.135	-0.637	-0.841	-0.135	-0.235	-0.161	-0.135	-0.179	-0.367	-0.521	-0.93	-0.1	-0.894	-0.035	-0.432	-0.042	-0.907	-0.135	-0.819	-0.123	-0.302	-0.796	-1.085	-0.463	-0.08	-0.34	-0.125	-0.319	-0.85
8	139142266	FAM135B	-0.664	-0.215	-0.139	-0.94	-0.396	-0.049	-0.207	-0.221	-0.166	-1.567	-0.769	-0.74	-0.512	-0.117	-0.782	-0.821	-0.183	-0.763	-1.114	-0.085	-0.114	-0.122	-0.458	-0.312	-0.095	-0.104	-0.135	-0.582	-0.673	-0.126	-0.125	-0.258	-0.471	-0.395	-0.727	-0.868	-0.117	-0.707	-1.044	-0.135
8	128747680	MYC	-1.104	-0.879	-0.844	-0.58	-0.081	-0.678	-0.403	-0.126	-0.615	-0.117	-0.135	-0.135	-0.903	-0.125	-1.047	-0.123	-1.157	-0.135	-0.109	-0.15	-0.719	-0.114	-0.588	-0.113	-0.075	-1.447	-0.733	-0.538	-0.961	-0.135	-0.906	-1.452	-0.135	-0.375	-0.495	-0.165	-0.135	-0.134	-1.87	-0.49
8	134249414	NDRG1	-0.311	-0.06	-0.989	-1.054	-0.306	-0.783	-0.135	-0.519	-1.174	-0.125	-0.239	-0.675	-0.135	-0.135	-0.125	-0.116	-0.135	-0.892	-0.897	-0.135	-0.491	-1.11	-0.135	-0.937	-0.49	-0.206	-0.047	-0.599	-0.529	-0.527	-0.081	-0.459	-0.979	-1.242	-0.135	-0.135	-0.101	-1.41	-0.119	-0.135
8	117858174	RAD21	-0.426	-0.109	-1.033	-0.135	-0.041	-0.919	-0.102	-0.993	-0.135	-0.129	-0.122	-0.931	-0.135	-0.135	-0.16	-0.099	-1.082	-0.946	-0.045	-1.038	-0.124	-0.002	-0.65	-0.674	-0.827	-0.1	-1.065	-0.124	-2.069	-0.599	-0.271	-0.348	-1.05	-1.095	-0.883	-0.106	-0.083	-0.774	-1.088	-1.238
