CHROMOSOME	GENOME_START	GENE_SYMBOL	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40
2	24714783	NCOA1	-0.563	-1.875	-0.07	-0.627	-0.579	-0.721	-1.851	-0.326	-0.256	-1.335	-0.045	-0.515	-0.755	-0.454	-0.43	-0.6	-0.628	-0.466	-0.721	-1.013	-0.232	-0.037	-1.225	-0.232	-0.493	-0.018	-0.872	-0.636	-0.025	-0.651	-0.188	-0.443	-1.363	-2.297	-0.389	-1.116	-0.442	-0.891	-0.148	-0.61
2	61108656	REL	-0.415	-0.294	-1.352	-0.025	-1.015	-0.038	-0.285	-1.111	-0.563	-0.209	-0.499	-0.7	-0.592	-0.46	-0.231	-0.019	-0.238	-0.634	-0.65	-0.911	-0.337	-0.593	-0.282	-0.306	-0.812	-0.204	-0.302	-0.324	-0.03	-0.373	-0.197	-0.226	-0.524	-1.303	-0.518	-0.527	-0.387	-0.185	-0.972	-1.249
2	45232300	SIX2	-0.575	-0.576	-0.601	-0.573	-0.497	-0.322	-0.947	-0.804	-1.037	-0.118	-0.708	-0.248	-0.842	-0.546	-0.744	-0.129	-0.447	-0.171	-0.19	-0.875	-0.961	-0.483	-0.481	-0.137	-1.003	-0.204	-0.285	-0.811	-0.405	-1.72	-0.723	-0.92	-0.747	-0.304	-1.051	-0.027	-0.149	-0.289	-0.097	-0.721
2	37070783	STRN	-0.768	-0.688	-0.485	-0.901	-2.026	-0.081	-0.055	-0.286	-1.077	-0.33	-0.222	-1.058	-0.55	-1.548	-1.077	-1.229	-0.406	-0.406	-0.5	-0.326	-0.504	-0.068	-0.006	-0.576	-1.108	-0.617	-1.976	-0.205	-1.544	-0.788	-0.051	-0.113	-0.376	-0.921	-0.133	-0.031	-0.556	-0.602	-0.728	-0.825
2	24252210	WDCP	-0.398	-0.127	-0.209	-0.666	-0.536	-1.997	-0.145	-0.819	-0.109	-0.269	-1.263	-0.939	-0.978	-0.162	-0.606	-0.727	-0.287	-1.391	-1.191	-0.361	-0.876	-0.099	-0.472	-1.221	-0.438	-0.614	-0.579	-0.088	-0.633	-0.462	-0.324	-0.199	-0.805	-0.182	-0.751	-0.887	-0.39	-0.478	-1.021	-0.641
2	61704984	XPO1	-0.467	-0.716	-0.966	-0.156	-0.822	-0.15	-1.317	-0.011	-0.24	-0.631	-1.501	-1.289	-0.003	-0.669	-0.18	-0.099	-1.643	-1.092	-0.873	-0.428	-0.065	-0.453	-0.919	-0.888	-0.272	-0.141	-0.077	-1.097	-0.601	-0.093	-0.94	-0.089	-0.751	-0.082	-0.465	-0.343	-0.524	-0.376	-0.271	-0.501
3	10068098	FANCD2	-0.115	-0.014	-0.514	-0.492	-0.789	-0.111	-0.01	-0.693	-0.704	-0.069	-0.845	-0.497	-0.938	-0.13	-0.944	-0.138	-0.854	-0.651	-0.816	-0.05	-0.912	-1.814	-0.404	-0.912	-0.525	-1.452	-0.622	-0.436	-0.506	-0.7	-0.247	-0.699	-1.521	-0.204	-0.584	-1.76	-0.476	-0.044	-0.965	-0.547
3	13573824	FBLN2	-0.018	-0.242	-0.705	-1.932	-0.703	-0.755	-0.094	-0.061	-0.077	-0.013	-0.708	-0.205	-0.071	-1.138	-0.957	-0.2	-0.457	-2.232	-0.176	-0.862	-0.72	-1.199	-0.537	-0.776	-0.764	-0.787	-0.464	-1.025	-0.632	-1.299	-0.381	-1.166	-0.717	-1.68	-1.589	-0.022	-0.354	-0.104	-0.859	-0.343
3	12328867	PPARG	-0.558	-0.545	-1.56	-0.206	-0.858	-0.639	-1.19	-0.874	-1.504	-0.306	-1.73	-1.559	-1.871	-1.242	-0.248	-0.241	-0.386	-0.798	-0.017	-0.002	-0.37	-0.482	-0.993	-0.97	-0.522	-2.05	-0.346	-0.12	-0.529	-0.606	-0.913	-0.407	-0.291	-2.126	-0.495	-0.575	-0.336	-1.244	-0.265	-1.672
3	12625100	RAF1	-1.444	-0.535	-0.14	-1.15	-1.013	-0.814	-0.343	-0.6	-0.453	-0.502	-1.057	-0.1	-0.238	-0.708	-1.378	-0.786	-0.254	-0.009	-0.262	-0.33	-0.638	-0.661	-1.612	-0.002	-0.875	-0.849	-0.253	-0.279	-0.038	-1.149	-0.677	-0.886	-0.36	-0.67	-2.154	-0.01	-1.336	-0.512	-0.642	-0.251
3	9022275	SRGAP3	-0.142	-0.624	-0.153	-0.214	-0.718	-0.531	-0.696	-0.585	-0.555	-0.043	-2.637	-0.599	-0.213	-0.41	-0.616	-0.623	-0.645	-1.09	-0.076	-1.1	-0.411	-0.236	-0.232	-0.767	-0.663	-0.782	-1.518	-0.357	-0.801	-0.91	-1.166	-1.04	-0.581	-0.84	-1.343	-0.067	-1.516	-0.595	-0.709	-0.363
3	30647994	TGFBR2	-1.27	-1.75	-1.426	-1.249	-0.614	-0.809	-0.171	-0.843	-1.878	-0.471	-1.004	-0.091	-0.754	-1.149	-0.427	-0.863	-0.669	-0.684	-0.319	-1.232	-0.832	-0.724	-0.374	-1.736	-0.043	-0.478	-0.326	-0.569	-1.359	-0.797	-0.483	-0.762	-1.426	-1.279	-0.964	-1.133	-0.129	-2.044	-0.655	-0.728
3	10182692	VHL	-0.167	-0.775	-0.583	-0.687	-0.721	-1.448	-1.171	-0.735	-2.241	-0.729	-0.578	-1.476	-1.986	-1.078	-0.035	-0.946	-0.422	-0.16	-0.275	-1.043	-0.812	-0.421	-1.53	-2.135	-0.507	-0.114	-0.673	-0.757	-1.496	-0.888	-0.013	-0.876	-0.07	-1.081	-0.713	-0.05	-1.17	-0.073	-1.439	-0.604
3	14186647	XPC	-1.661	-0.807	-0.181	-1.184	-0.662	-0.922	-0.232	-2.289	-2.099	-2.097	-0.252	-1.488	-0.774	-0.291	-0.447	-0.576	-0.942	-0.448	-0.516	-2.113	-1.074	-0.815	-1.183	-0.489	-0.739	-0.673	-1.54	-0.034	-0.321	-0.471	-0.209	-2.072	-1.151	-1.3	-0.588	-0.679	-1.061	-1.114	-1.976	-0.26
4	1795034	FGFR3	-0.35	-0.423	-0.978	-0.463	-0.434	-0.7	-0.261	-0.889	-0.107	-0.037	-0.455	-0.748	-0.171	-0.994	-1.43	-0.648	-1.234	-0.138	-0.006	-0.8	-1.615	-0.208	-1.134	-0.622	-0.241	-0.117	-0.577	-0.738	-0.408	-0.57	-0.727	-0.583	-0.334	-1.288	-0.296	-1.247	-0.423	-0.435	-0.549	-0.828
4	1873151	NSD2	-0.373	-0.827	-0.255	-0.793	-0.306	-0.823	-0.672	-0.7	-1.166	-0.638	-0.779	-0.204	-0.713	-0.644	-0.657	-0.408	-0.635	-0.505	-0.558	-0.454	-1.344	-0.711	-0.742	-0.679	-0.839	-0.706	-0.565	-0.785	-0.359	-0.643	-0.101	-0.238	-0.343	-1.179	-0.825	-1.042	-0.176	-0.094	-0.769	-0.717
5	131142683	ACSL6	-0.416	-0.036	-0.204	-0.292	-0.647	-0.369	-0.268	-0.181	-1.049	-1.251	-0.857	-0.124	-0.345	-1.253	-1.055	-0.491	-0.894	-0.561	-0.259	-0.671	-0.652	-0.856	-0.912	-0.056	-1	-0.181	-1.089	-1.115	-0.544	-0.836	-2.234	-1.084	-0.276	-0.523	-0.977	-0.305	-0.278	-0.793	-0.184	-1.677
5	132211071	AFF4	-0.258	-0.909	-0.136	-0.907	-0.213	-0.487	-1.016	-0.583	-0.731	-0.524	-0.656	-1.467	-0.874	-1.452	-1.478	-1.516	-1.752	-0.349	-0.406	-1.03	-0.746	-0.559	-0.631	-1.038	-0.375	-1.305	-0.379	-0.645	-0.263	-0.911	-0.515	-0.568	-0.343	-0.529	-0.332	-0.975	-0.396	-0.404	-0.603	-0.099
5	142149949	ARHGAP26	-0.515	-0.894	-0.923	-0.83	-1.16	-0.5	-0.868	-0.457	-0.572	-0.399	-0.438	-0.776	-0.315	-0.854	-0.792	-1.688	-0.496	-0.439	-0.671	-0.646	-1.404	-0.335	-0.219	-0.68	-0.178	-0.538	-0.914	-0.477	-1.101	-0.276	-0.234	-0.763	-0.959	-0.544	-0.774	-0.585	-0.362	-0.86	-0.787	-1.236
5	149781200	CD74	-1.214	-1.372	-0.476	-0.811	-0.399	-0.921	-0.468	-0.028	-1.126	-1.004	-1.102	-1.418	-1.295	-0.584	-0.052	-1.464	-0.686	-1.803	-0.796	-1.185	-0.029	-0.662	-0.986	-0.237	-1.54	-1.095	-1.174	-0.949	-1.128	-0.526	-0.518	-1.186	-0.757	-0.811	-0.102	-0.814	-0.375	-0.569	-1.413	-0.793
5	149432854	CSF1R	-0.434	-0.408	-0.405	-0.783	-0.368	-0.78	-1.248	-0.684	-0.012	-0.781	-1.231	-0.602	-0.172	-0.937	-0.799	-0.569	-0.48	-0.921	-0.772	-0.983	-0.08	-0.414	-0.38	-0.712	-0.973	-0.961	-1.609	-0.934	-0.652	-0.997	-0.019	-0.402	-0.585	-0.733	-0.583	-1.003	-0.384	-0.697	-0.983	-0.485
5	137946656	CTNNA1	-0.575	-0.123	-0.788	-0.054	-0.657	-0.449	-0.715	-1.101	-0.716	-0.448	-0.471	-1.152	-0.169	-0.595	-0.819	-0.004	-0.605	-0.241	-1.548	-0.798	-0.166	-0.812	-1.397	-0.695	-1.456	-0.097	-0.772	-1.399	-1.123	-1.84	-0.188	-1.606	-1.023	-0.282	-0.266	-0.796	-0.404	-0.21	-0.004	-0.767
5	158122928	EBF1	-0.36	-0.952	-0.768	-0.252	-0.178	-0.446	-0.416	-1.136	-0.872	-0.798	-0.083	-0.161	-0.775	-0.84	-0.354	-0.52	-1.529	-0.14	-0.623	-0.042	-0.082	-0.137	-0.452	-0.137	-0.388	-0.917	-1.34	-0.901	-0.207	-0.976	-0.575	-0.183	-0.727	-1.165	-0.694	-0.158	-0.567	-0.467	-0.614	-0.954
5	156569944	ITK	-0.471	-0.028	-0.112	-0.56	-1.419	-0.166	-0.941	-0.282	-0.505	-0.508	-0.39	-1.618	-1.027	-0.916	-0.759	-0.931	-0.316	-0.569	-0.491	-0.402	-0.708	-0.54	-0.827	-0.616	-2.458	-1.354	-1.424	-0.482	-0.366	-0.585	-0.408	-0.7	-0.752	-0.546	-0.575	-0.341	-0.869	-0.289	-0.683	-0.477
5	149493400	PDGFRB	-0.512	-0.782	-1.209	-0.986	-0.15	-0.323	-0.254	-2.589	-0.428	-0.072	-0.266	-0.442	-0.785	-0.123	-0.401	-0.526	-0.915	-0.586	-0.928	-0.796	-0.279	-0.525	-0.261	-0.48	-0.711	-0.416	-0.939	-0.394	-0.429	-0.158	-1.493	-0.707	-0.514	-0.655	-0.148	-0.801	-0.395	-0.517	-1.371	-0.823
5	159488808	PWWP2A	-0.846	-0.828	-1.143	-0.429	-0.523	-0.856	-1.268	-0.519	-2.357	-0.795	-0.498	-0.198	-0.281	-0.325	-0.594	-0.145	-1.049	-0.947	-0.323	-0.032	-0.722	-0.538	-1.206	-0.506	-0.5	-0.002	-0.998	-1.341	-0.61	-0.383	-1.007	-0.909	-0.276	-0.579	-0.524	-0.812	-1.714	-0.984	-0.711	-0.748
6	168227602	AFDN	-0.35	-0.268	-0.474	-0.342	-0.103	-0.307	-0.014	-0.472	-1.262	-1.264	-1.356	-0.458	-0.465	-0.649	-0.587	-0.257	-0.366	-0.195	-0.388	-0.511	-1.157	-0.522	-0.212	-0.003	-1.395	-0.374	-0.911	-0.536	-0.251	-0.568	-0.359	-0.581	-0.981	-0.006	-1.3	-0.678	-1.277	-1.823	-0.576	-0.321
6	157099063	ARID1B	-0.615	-0.001	-1.568	-0.395	-1.11	-0.315	-0.101	-0.399	-0.742	-0.289	-0.729	-0.462	-1.013	-0.634	-1.026	-1.281	-0.362	-0.417	-1.322	-1.133	-0.965	-0.326	-1.121	-0.144	-0.769	-0.828	-0.802	-0.715	-1.846	-0.512	-0.392	-0.082	-0.098	-1.575	-0.508	-0.761	-1.03	-1.716	-0.072	-0.424
6	151977826	ESR1	-1.941	-1.273	-0.655	-0.345	-0.559	-0.266	-1.918	-0.92	-0.922	-1.106	-0.469	-0.276	-0.808	-0.178	-0.198	-0.366	-1.086	-0.468	-1.019	-0.779	-0.064	-0.995	-0.931	-1.062	-1.446	-0.025	-0.444	-1.146	-1.239	-2.341	-1.581	-0.601	-1.669	-0.492	-0.606	-0.719	-1.092	-1.007	-0.701	-0.444
6	159186773	EZR	-0.386	-0.246	-0.688	-1.228	-0.634	-0.471	-0.464	-0.432	-0.708	-0.392	-0.345	-0.41	-0.387	-1.084	-0.601	-1.426	-1.05	-0.946	-0.725	-1.32	-1.112	-0.437	-0.67	-0.787	-0.418	-1.591	-0.348	-0.343	-0.135	-0.435	-1.187	-0.186	-1.522	-0.279	-1.458	-1.42	-0.108	-0.832	-0.067	-1.28
6	167412670	FGFR1OP	-0.099	-0.18	-0.974	-0.272	-0.418	-0.787	-0.882	-0.923	-0.037	-1.728	-1.423	-1.04	-0.167	-0.871	-0.784	-0.789	-1.205	-1.59	-1.733	-2.087	-0.124	-0.181	-0.779	-1.367	-0.661	-0.214	-0.459	-0.115	-1.705	-1.487	-1.198	-0.564	-1.86	-1.098	-1.112	-1.544	-0.361	-0.468	-0.419	-0.556
6	149979289	LATS1	-0.725	-1.32	-1.073	-0.392	-0.234	-0.41	-0.464	-0.536	-1.535	-0.466	-1.037	-0.001	-1.293	-0.981	-0.379	-1.093	-0.263	-0.607	-1.095	-1.074	-0.789	-0.781	-0.612	-0.502	-0.374	-0.169	-0.156	-1.203	-1.1	-0.193	-1.402	-1.511	-0.221	-1.358	-1.406	-0.956	-0.749	-1.014	-0.728	-1.304
6	163835032	QKI	-0.979	-0.658	-0.199	-1.931	-0.875	-0.411	-0.484	-0.488	-0.056	-0.029	-0.408	-0.302	-1.526	-1.006	-1.167	-1.292	-2.386	-0.236	-0.321	-0.627	-0.915	-0.775	-0.591	-0.702	-0.801	-0.862	-0.238	-0.96	-0.822	-0.901	-2.198	-0.249	-0.509	-0.477	-0.43	-0.716	-1.395	-0.289	-1.842	-0.423
7	91570181	AKAP9	-1.143	-0.486	-0.066	-0.145	-0.815	-0.695	-0.145	-0.914	-0.685	-0.707	-0.145	-0.927	-0.145	-0.733	-0.096	-1.38	-0.145	-0.145	-0.201	-0.042	-0.145	-0.475	-0.615	-1.16	-1.013	-0.145	-0.289	-0.849	-0.603	-0.472	-1.02	-0.759	-0.602	-0.604	-0.451	-0.075	-0.145	-1.059	-0.145	-0.817
7	92234235	CDK6	-0.275	-0.862	-0.768	-0.145	-1.118	-0.822	-1.554	-1.037	-0.594	-0.145	-0.043	-0.145	-0.145	-0.256	-0.82	-0.836	-0.702	-0.04	-0.145	-0.434	-0.567	-0.759	-0.759	-1.406	-0.519	-0.475	-0.145	-0.145	-0.105	-0.499	-0.44	-0.107	-0.145	-1.094	-0.594	-0.034	-0.086	-0.082	-0.613	-0.532
7	73442119	ELN	-1.428	-0.62	-0.935	-0.9	-0.991	-0.539	-0.348	-0.334	-0.145	-0.839	-0.647	-0.345	-0.469	-0.145	-0.145	-0.442	-0.716	-1.179	-0.145	-0.739	-0.521	-0.723	-0.137	-0.714	-0.083	-0.759	-0.957	-0.438	-0.852	-0.145	-0.477	-0.981	-1.124	-0.759	-1.192	-0.145	-0.17	-0.483	-0.273	-0.759
7	86273230	GRM3	-0.145	-0.857	-0.708	-0.145	-1.416	-0.598	-0.102	-0.571	-0.062	-0.8	-0.586	-0.926	-0.487	-1.377	-0.145	-0.194	-0.626	-0.029	-0.018	-0.392	-0.334	-0.417	-0.468	-0.151	-0.526	-0.145	-0.047	-0.185	-0.145	-0.145	-0.673	-1.035	-1.421	-0.096	-0.345	-0.826	-0.333	-0.407	-0.764	-0.123
7	75162621	HIP1	-0.93	-0.982	-0.648	-1.152	-0.576	-1.171	-0.584	-0.759	-0.744	-0.854	-1.371	-1.237	-0.041	-0.145	-0.145	-0.759	-0.759	-0.145	-0.216	-0.586	-0.914	-0.145	-0.145	-0.487	-0.957	-0.413	-0.306	-0.836	-0.145	-0.98	-0.592	-1.032	-0.145	-0.392	-0.145	-0.444	-0.819	-0.145	-0.896	-0.451
7	66452664	SBDS	-0.145	-0.119	-0.65	-0.97	-0.145	-0.892	-0.04	-0.414	-0.759	-0.145	-0.145	-0.408	-0.516	-0.829	-0.145	-0.52	-0.221	-0.85	-0.646	-0.145	-0.786	-0.671	-1.561	-0.255	-0.759	-0.177	-1.037	-0.674	-0.759	-0.806	-0.223	-0.157	-0.142	-0.279	-0.477	-1.026	-0.93	-0.518	-0.887	-0.265
7	57187321	ZNF479	-0.511	-0.145	-0.636	-0.348	-0.759	-0.145	-0.145	-0.057	-0.145	-0.145	-0.279	-0.474	-0.145	-0.145	-0.145	-0.506	-1.764	-0.386	-0.601	-1.306	-0.923	-1.04	-0.05	-0.733	-0.958	-0.145	-0.234	-0.92	-0.694	-0.145	-0.676	-0.84	-0.759	-0.396	-1.015	-0.315	-0.759	-0.145	-0.571	-0.834
8	118806729	EXT1	-0.087	-0.29	-0.729	-1.69	-0.817	-0.966	-1.424	-0.017	-1.333	-0.297	-1.041	-0.08	-1.084	-0.282	-0.479	-0.719	-0.146	-0.279	-0.058	-0.281	-0.671	-0.185	-0.336	-0.841	-0.152	-0.972	-0.193	-0.507	-0.336	-0.721	-0.827	-0.47	-1.828	-0.413	-0.452	-0.091	-1.393	-0.789	-0.526	-1.437
8	139142266	FAM135B	-0.11	-0.221	-0.225	-0.336	-0.039	-0.666	-0.843	-0.196	-0.347	-0.309	-0.495	-0.147	-0.233	-0.342	-0.012	-0.264	-0.47	-0.124	-0.202	-0.949	-0.162	-0.413	-0.494	-0.316	-0.338	-0.074	-0.284	-0.393	-0.57	-0.033	-0.908	-0.714	-0.561	-0.658	-0.102	-0.771	-0.083	-0.152	-0.323	-0.297
8	128747680	MYC	-0.443	-0.296	-0.336	-0.451	-0.435	-0.299	-0.023	-0.263	-0.346	-0.211	-0.255	-0.699	-1.25	-0.472	-0.423	-0.264	-0.081	-0.425	-0.586	-0.433	-0.292	-0.39	-0.336	-0.169	-0.676	-0.336	-1.171	-0.065	-0.214	-0.274	-0.105	-1.216	-0.238	-0.5	-0.63	-0.185	-0.336	-0.936	-1.226	-0.112
8	134249414	NDRG1	-0.273	-0.122	-0.259	-0.242	-0.737	-0.222	-0.07	-0.305	-0.879	-0.663	-0.163	-0.775	-0.679	-0.772	-0.293	-0.299	-0.808	-0.285	-0.384	-0.488	-0.1	-0.366	-0.534	-0.564	-0.535	-0.738	-0.286	-0.281	-0.402	-0.638	-0.657	-0.148	-0.614	-0.996	-0.119	-0.227	-0.08	-0.336	-0.606	-0.02
8	117858174	RAD21	-0.465	-0.805	-0.5	-0.313	-0.824	-0.73	-0.529	-1.352	-0.74	-0.155	-0.368	-0.261	-0.455	-0.943	-0.562	-0.296	-0.64	-0.411	-0.148	-0.806	-0.283	-0.449	-0.649	-0.336	-0.123	-0.312	-0.336	-0.023	-0.268	-0.272	-0.631	-0.426	-0.892	-0.899	-0.264	-2.222	-0.15	-0.19	-0.909	-0.008
