CHROMOSOME	GENOME_START	GENE_SYMBOL	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40
2	37070783	STRN	-0.249	-0.555	-0.689	-0.978	-0.561	-0.029	-0.675	-0.035	-0.41	-0.894	-0.844	-0.558	-0.425	-1.57	-0.998	-0.684	-0.263	-1.721	-0.69	-1.715	-0.834	-0.618	-0.565	-1.54	-0.984	-0.083	-1.029	-1.048	-0.43	-0.856	-0.042	-0.759	-0.611	-0.973	-0.318	-0.582	-0.635	-0.846	-0.552	-0.743
2	24252210	WDCP	-0.77	-0.32	-0.352	-0.359	-0.464	-0.863	-0.88	-0.971	-0.919	-1.085	-0.735	-0.567	-0.583	-2.625	-0.333	-0.318	-0.487	-0.4	-0.723	-0.72	-0.408	-0.701	-0.135	-1.389	-0.254	-0.525	-0.815	-0.613	-0.491	-1.326	-0.47	-1.214	-0.395	-0.581	-0.355	-0.49	-0.227	-0.478	-0.815	-0.275
2	61704984	XPO1	-0.566	-0.888	-0.201	-0.638	-1.189	-2.537	-0.587	-1.789	-0.85	-0.215	-0.898	-1.201	-1.189	-0.632	-0.436	-0.028	-0.303	-0.196	-3.114	-0.534	-1.339	-0.275	-0.518	-0.481	-0.65	-0.181	-0.254	-0.88	-0.472	-2.165	-0.534	-1.24	-0.42	-0.189	-0.922	-0.407	-0.621	-0.687	-0.102	-0.081
3	10068098	FANCD2	-0.631	-0.275	-0.253	-0.624	-0.703	-0.583	-0.023	-0.563	-1.389	-1.023	-0.239	-0.998	-0.15	-1.01	-0.13	-0.584	-0.782	-0.202	-0.526	-0.117	-1.344	-0.155	-0.8	-0.581	-0.282	-0.048	-1.131	-0.841	-0.655	-0.337	-0.333	-0.378	-1.085	-1.12	-0.677	-1.123	-0.226	-0.044	-2.199	-0.463
3	13573824	FBLN2	-0.509	-0.509	-0.495	-0.712	-0.482	-0.048	-0.102	-0.198	-1.764	-0.874	-0.034	-0.597	-1.159	-0.572	-0.379	-0.111	-0.101	-0.376	-1.301	-0.91	-1.103	-0.269	-0.764	-0.872	-0.08	-0.111	-0.595	-0.561	-0.986	-0.283	-0.626	-0.26	-0.101	-0.616	-0.409	-0.456	-0.17	-0.869	-0.067	-0.051
3	12328867	PPARG	-0.396	-1.135	-0.848	-0.275	-0.278	-2.055	-0.43	-0.169	-0.942	-1.502	-0.008	-0.674	-0.591	-0.714	-0.706	-0.73	-0.042	-0.436	-1.137	-0.551	-0.617	-0.385	-0.597	-0.592	-0.937	-0.501	-1.037	-1.127	-0.652	-0.602	-0.535	-0.048	-1.742	-1.629	-0.588	-0.141	-0.49	-0.606	-0.424	-0.147
3	12625100	RAF1	-0.897	-0.269	-0.483	-0.42	-0.195	-0.486	-0.814	-0.497	-0.598	-1.114	-0.163	-0.551	-2.287	-0.456	-0.146	-0.66	-0.682	-1.041	-0.115	-2.062	-0.957	-0.19	-1.45	-0.685	-0.603	-0.355	-0.436	-1.413	-0.372	-0.14	-1.089	-0.674	-0.463	-0.713	-1.174	-0.476	-0.64	-0.47	-0.543	-0.256
3	9022275	SRGAP3	-0.661	-0.204	-0.335	-0.536	-0.621	-0.453	-0.038	-0.463	-0.553	-0.682	-3.081	-0.159	-0.298	-1.629	-0.294	-2.168	-0.486	-0.546	-0.953	-0.59	-2.512	-0.342	-0.25	-0.536	-0.883	-0.98	-0.384	-0.086	-0.411	-0.879	-0.013	-0.084	-0.603	-0.276	-0.499	-0.548	-0.368	-0.667	-0.368	-0.156
3	30647994	TGFBR2	-0.709	-1.935	-0.958	-0.578	-0.247	-0.324	-0.821	-0.706	-0.177	-0.876	-0.992	-1.463	-0.781	-1.781	-0.358	-0.674	-1.204	-1.178	-1.333	-0.091	-0.468	-0.557	-1.006	-0.376	-0.007	-0.391	-0.633	-0.427	-0.075	-1.08	-0.755	-0.348	-0.138	-0.114	-0.885	-0.44	-0.296	-0.593	-0.215	-1.541
3	10182692	VHL	-0.093	-0.798	-1.266	-0.485	-0.79	-0.37	-1.096	-0.563	-1.31	-0.923	-1.219	-0.169	-0.409	-1.509	-0.362	-1.069	-0.39	-0.187	-0.444	-0.627	-1.973	-0.792	-1.493	-2.346	-0.231	-0.395	-0.184	-0.157	-0.298	-0.141	-0.397	-0.097	-0.783	-0.815	-0.739	-0.471	-0.222	-0.098	-2.151	-1.4
3	14186647	XPC	-0.555	-0.689	-0.647	-0.462	-0.221	-1.179	-1.203	-0.156	-0.384	-0.378	-0.711	-0.583	-1.883	-0.474	-1.36	-0.285	-0.337	-0.565	-0.736	-0.651	-1.118	-1.151	-0.94	-0.668	-0.348	-0.348	-0.688	-0.263	-0.133	-0.442	-0.384	-0.373	-0.818	-0.329	-0.355	-0.184	-0.233	-0.914	-0.024	-0.692
4	1795034	FGFR3	-1.453	-0.365	-1.025	-0.895	-0.029	-0.843	-0.088	-0.991	-1.037	-0.274	-1.162	-1.221	-0.936	-0.807	-0.881	-0.684	-0.674	-0.693	-1.474	-0.334	-1.58	-0.501	-0.692	-0.399	-0.011	-1.112	-1.376	-0.342	-0.697	-0.843	-1.904	-0.686	-1.093	-0.837	-0.602	-1.023	-1.079	-0.522	-0.349	-0.694
4	1873151	NSD2	-0.478	-0.648	-1.47	-1.249	-1.104	-0.309	-0.493	-0.635	-0.494	-0.534	-0.191	-0.476	-1.477	-0.4	-0.648	-0.444	-0.273	-1.003	-0.15	-0.989	-1.144	-1.299	-0.718	-0.275	-0.641	-0.897	-1.177	-0.284	-0.642	-0.808	-1.363	-0.286	-1.255	-0.676	-0.648	-1.081	-0.842	-0.569	-0.181	-0.534
5	131142683	ACSL6	-0.638	-0.213	-0.629	-0.673	-1.02	-0.245	-0.451	-0.418	-0.161	-0.819	-0.321	-1.047	-0.836	-0.694	-0.444	-0.752	-0.698	-0.634	-0.491	-0.616	-0.6	-0.406	-0.224	-0.434	-1.297	-0.257	-0.378	-0.279	-0.689	-3.46	-0.302	-0.751	-0.112	-0.443	-0.265	-0.284	-0.466	-0.707	-0.482	-0.13
5	132211071	AFF4	-0.541	-0.634	-0.058	-0.709	-0.431	-0.413	-0.929	-0.427	-1.135	-0.213	-0.116	-0.52	-0.09	-0.667	-0.537	-0.882	-0.671	-0.734	-0.376	-0.098	-0.781	-1.303	-0.865	-0.98	-0.726	-0.29	-0.275	-1.311	-0.372	-0.902	-1.47	-0.263	-0.034	-1.135	-0.483	-1.021	-0.491	-0.071	-0.461	-0.504
5	142149949	ARHGAP26	-0.971	-0.47	-0.037	-0.772	-1.463	-1.312	-1.055	-0.04	-0.149	-0.438	-0.633	-0.103	-0.694	-0.484	-1.624	-0.778	-0.031	-1.223	-0.253	-0.521	-1.163	-0.671	-1.465	-1.322	-0.095	-0.259	-1.029	-0.682	-0.17	-0.414	-0.49	-0.564	-0.756	-0.174	-0.896	-0.307	-0.905	-0.804	-0.024	-0.528
5	149781200	CD74	-1.127	-0.946	-0.324	-0.065	-0.659	-1.161	-0.54	-0.153	-0.349	-0.453	-1.521	-1.036	-1.232	-0.177	-0.108	-0.073	-1.11	-0.268	-0.502	-1.237	-0.661	-0.93	-0.527	-0.663	-0.794	-0.374	-0.139	-1.033	-0.193	-1.008	-0.138	-0.125	-0.654	-1.622	-0.583	-0.353	-2.149	-0.741	-0.132	-0.298
5	149432854	CSF1R	-1.288	-0.141	-0.338	-0.598	-0.485	-0.777	-1.203	-0.44	-0.867	-0.963	-1.845	-0.198	-0.325	-0.287	-1.31	-0.652	-0.279	-1.15	-2.672	-0.421	-0.342	-0.127	-0.097	-0.316	-0.313	-0.176	-0.895	-1.148	-0.348	-0.355	-0.767	-1.414	-1.412	-0.104	-0.647	-0.658	-0.794	-0.818	-0.258	-0.33
5	137946656	CTNNA1	-0.772	-0.708	-0.361	-0.574	-0.63	-0.707	-0.726	-1.1	-0.284	-0.323	-0.563	-0.519	-0.629	-0.239	-0.656	-0.467	-0.572	-0.488	-0.928	-0.454	-0.865	-1.283	-1.158	-0.122	-0.585	-0.802	-0.345	-0.156	-0.236	-1.599	-0.855	-0.585	-1.139	-0.518	-0.252	-1.156	-0.702	-0.52	-0.576	-0.092
5	158122928	EBF1	-0.492	-0.505	-0.02	-0.445	-0.694	-0.352	-0.025	-1.177	-0.075	-0.336	-0.308	-0.152	-0.333	-0.524	-1.335	-0.673	-0.375	-0.934	-0.014	-0.568	-0.2	-1.273	-0.309	-0.185	-0.545	-1.201	-0.029	-0.518	-0.736	-0.759	-0.5	-1.485	-2.141	-0.291	-0.86	-0.4	-1.911	-0.157	-0.924	-0.307
5	156569944	ITK	-1.267	-0.794	-0.587	-1.275	-0.621	-0.498	-0.473	-0.596	-0.978	-0.966	-0.494	-0.246	-0.928	-0.54	-0.504	-0.638	-1.262	-0.459	-0.654	-0.482	-0.46	-1.375	-0.013	-0.617	-0.309	-0.801	-0.537	-1.2	-0.144	-0.075	-0.499	-2.54	-0.825	-0.7	-0.456	-0.587	-0.613	-0.047	-0.541	-0.372
5	149493400	PDGFRB	-0.627	-0.392	-0.517	-1.036	-0.919	-0.154	-0.417	-0.533	-0.274	-0.575	-1.09	-0.627	-0.516	-0.657	-0.454	-1.419	-0.101	-0.604	-0.306	-1.698	-0.037	-1.096	-0.369	-1.152	-0.281	-1.031	-0.248	-1.191	-0.155	-0.5	-0.969	-0.264	-0.373	-0.169	-1.125	-0.241	-0.356	-0.148	-0.395	-0.412
5	159488808	PWWP2A	-1.229	-1.092	-0.932	-0.626	-0.054	-1.104	-0.538	-0.83	-0.379	-0.907	-0.401	-0.156	-0.314	-0.067	-0.051	-0.241	-0.443	-0.385	-0.424	-1.22	-0.305	-0.249	-0.918	-0.269	-0.379	-0.359	-0.864	-0.04	-0.287	-1.291	-0.749	-1.472	-0.341	-0.379	-0.92	-0.669	-0.502	-0.341	-1.203	-0.985
6	168227602	AFDN	-0.841	-1.151	-0.801	-0.204	-0.126	-0.148	-0.019	-0.109	-0.371	-0.914	-1.335	-0.79	-1.33	-1.119	-1.19	-0.652	-0.433	-0.661	-0.364	-1.505	-1.355	-0.889	-0.212	-0.68	-0.149	-1.034	-0.214	-0.173	-0.217	-0.47	-0.556	-1.299	-0.875	-1.605	-0.054	-0.836	-0.319	-0.632	-0.691	-0.457
6	157099063	ARID1B	-0.302	-0.867	-0.372	-0.426	-0.388	-0.669	-0.716	-0.216	-0.969	-0.658	-0.033	-1.322	-0.219	-0.596	-1.308	-0.581	-0.242	-0.306	-1.376	-1.221	-0.645	-0.289	-0.255	-0.619	-0.985	-0.03	-0.941	-0.624	-0.742	-0.421	-0.041	-1.594	-0.517	-0.863	-0.69	-0.236	-0.323	-0.461	-2.001	-0.632
6	151977826	ESR1	-0.614	-0.609	-0.375	-0.023	-0.393	-1.382	-0.662	-1.601	-0.454	-1.149	-0.252	-0.421	-1.079	-0.361	-1.27	-2.021	-0.348	-0.541	-1.209	-0.026	-0.513	-0.212	-0.391	-1.654	-0.086	-0.603	-0.911	-1.916	-3.213	-0.187	-1.254	-0.443	-0.079	-1.393	-1.081	-0.643	-1.009	-0.554	-0.536	-1.066
6	159186773	EZR	-0.363	-0.059	-1.164	-0.338	-0.085	-0.753	-0.85	-0.268	-0.745	-0.922	-0.246	-0.701	-0.859	-0.036	-0.125	-1.269	-0.532	-0.209	-0.877	-1.847	-0.296	-1.105	-0.659	-0.516	-0.421	-0.525	-0.666	-0.353	-0.551	-0.067	-0.724	-0.165	-0.577	-0.949	-0.175	-0.745	-1.551	-0.043	-1.147	-0.953
6	167412670	FGFR1OP	-1.362	-1.059	-0.279	-0.997	-0.804	-0.855	-0.53	-0.923	-0.975	-0.67	-0.964	-1.012	-0.797	-1.463	-0.396	-0.487	-0.246	-0.247	-0.965	-1.625	-0.538	-0.782	-0.943	-1.055	-1.396	-0.829	-0.627	-0.298	-0.407	-0.892	-0.913	-0.836	-0.219	-1.089	-1.463	-1.35	-0.416	-0.017	-0.258	-0.227
6	149979289	LATS1	-0.315	-0.188	-0.436	-0.527	-1.251	-0.735	-1.471	-1.006	-0.87	-0.363	-1.187	-0.429	-0.47	-1.362	-0.242	-0.489	-0.855	-1.081	-1.409	-2.059	-0.861	-1.124	-0.862	-0.167	-0.408	-1.413	-0.813	-0.036	-1.203	-1.068	-0.551	-0.266	-0.565	-0.911	-0.282	-0.48	-0.889	-1.076	-1.103	-0.13
6	163835032	QKI	-0.098	-0.846	-0.644	-1.118	-0.565	-2.326	-0.057	-0.794	-0.401	-0.529	-0.866	-0.529	-0.056	-0.481	-0.377	-0.299	-0.843	-0.566	-0.337	-0.601	-1.417	-2.32	-0.265	-0.208	-1.01	-1.873	-0.467	-0.221	-0.321	-0.939	-0.754	-0.593	-0.497	-0.286	-0.848	-0.324	-1.12	-0.806	-0.301	-0.853
7	91570181	AKAP9	-0.135	-0.917	-0.098	-0.135	-0.106	-1.027	-0.135	-1.172	-0.149	-0.615	-0.323	-0.135	-0.466	-0.096	-0.072	-0.035	-0.685	-0.135	-1.138	-0.965	-0.014	-0.072	-0.514	-0.581	-0.372	-0.77	-0.135	-1.11	-0.09	-1.2	-0.576	-0.135	-1.001	-0.03	-0.767	-0.295	-0.09	-0.135	-0.149	-1.09
7	92234235	CDK6	-0.453	-0.793	-0.097	-0.413	-0.135	-0.9	-0.242	-0.554	-0.295	-0.135	-0.866	-1.127	-0.497	-0.186	-0.27	-0.936	-0.229	-0.405	-0.087	-0.48	-0.56	-0.684	-0.135	-0.036	-0.066	-1.143	-0.135	-0.287	-0.135	-0.27	-0.135	-0.135	-0.135	-0.135	-0.128	-0.135	-0.117	-0.192	-1.009	-0.432
7	73442119	ELN	-1.205	-0.323	-0.283	-0.135	-1.052	-0.323	-0.716	-0.303	-0.782	-0.859	-0.323	-0.506	-0.345	-1.005	-0.855	-0.026	-0.023	-0.135	-0.135	-0.916	-0.135	-1.026	-1.014	-0.135	-0.323	-0.293	-0.135	-0.894	-0.135	-0.135	-0.406	-0.216	-0.202	-0.036	-0.209	-0.367	-0.171	-0.558	-0.272	-0.135
7	86273230	GRM3	-1.144	-0.191	-0.857	-0.394	-0.705	-0.047	-0.275	-0.266	-0.144	-0.135	-0.135	-0.279	-0.135	-1.069	-0.27	-1.346	-1.028	-1.291	-0.102	-0.217	-1.096	-0.827	-0.505	-1.186	-0.246	-0.531	-0.436	-0.135	-0.429	-0.29	-0.849	-0.923	-0.135	-0.425	-0.955	-0.113	-0.125	-0.135	-0.135	-0.115
7	75162621	HIP1	-0.17	-0.899	-0.135	-0.135	-0.135	-0.135	-0.508	-0.144	-0.165	-0.135	-0.159	-0.781	-0.037	-1.485	-0.135	-0.135	-0.947	-0.8	-1.076	-0.824	-0.804	-1.33	-0.199	-0.22	-0.323	-0.268	-0.135	-0.323	-0.485	-0.135	-0.135	-1.47	-0.942	-1.394	-0.135	-0.946	-0.629	-0.135	-0.656	-1.554
7	66452664	SBDS	-1.247	-0.209	-0.577	-1.035	-0.205	-0.08	-1.575	-1.095	-0.135	-0.843	-0.135	-0.076	-0.323	-0.248	-0.135	-0.135	-0.269	-0.857	-0.047	-0.46	-1.466	-0.438	-0.208	-1.186	-0.519	-0.74	-0.096	-0.266	-0.196	-0.601	-0.232	-1.372	-0.042	-0.135	-0.553	-0.18	-0.135	-0.135	-0.005	-0.631
7	57187321	ZNF479	-0.858	-0.851	-0.076	-0.722	-0.243	-0.182	-0.517	-0.135	-0.278	-0.135	-0.135	-0.774	-0.803	-0.135	-0.135	-0.301	-0.135	-0.697	-0.135	-0.441	-0.519	-1.752	-0.143	-0.089	-0.135	-0.047	-0.218	-0.165	-0.28	-0.437	-0.979	-0.135	-0.075	-1.343	-0.228	-0.061	-0.135	-0.176	-0.146	-0.164
8	118806729	EXT1	-0.059	-0.253	-0.016	-0.129	-0.279	-0.732	-0.19	-0.273	-0.771	-0.185	-0.367	-0.269	-0.408	-1.093	-0.895	-0.448	-0.51	-0.446	-0.89	-0.389	-0.154	-0.148	-0.439	-0.485	-0.614	-1.034	-0.931	-0.382	-2.534	-1.898	-0.163	-0.418	-0.284	-0.434	-0.284	-0.266	-0.239	-0.004	-0.268	-0.879
8	139142266	FAM135B	-0.24	-0.669	-0.739	-0.287	-0.398	-0.143	-0.292	-0.856	-0.095	-0.227	-0.985	-0.29	-0.458	-1.166	-0.057	-0.297	-0.309	-0.545	-0.27	-0.772	-0.117	-0.35	-0.175	-0.65	-0.289	-0.101	-0.098	-1.541	-0.964	-0.691	-1.113	-0.195	-0.401	-0.066	-0.735	-0.365	-0.274	-0.338	-0.787	-0.867
8	128747680	MYC	-0.911	-1.476	-0.013	-0.199	-0.342	-0.142	-0.272	-1.208	-1.031	-1.126	-0.267	-1.03	-0.21	-0.265	-0.671	-0.661	-0.134	-0.385	-0.653	-0.304	-0.071	-0.154	-0.666	-0.282	-0.323	-0.162	-0.343	-0.788	-0.681	-0.247	-0.212	-0.41	-0.95	-0.887	-0.302	-1.305	-0.228	-0.292	-0.347	-0.129
8	134249414	NDRG1	-0.32	-1.207	-0.06	-0.005	-0.376	-0.986	-0.182	-0.259	-0.72	-0.264	-0.29	-0.565	-0.534	-0.284	-0.374	-0.303	-0.87	-0.299	-0.156	-0.465	-0.42	-0.335	-1.251	-0.205	-0.924	-1.027	-1.126	-0.542	-0.07	-0.849	-1.093	-0.245	-0.636	-0.301	-0.173	-0.03	-0.403	-0.341	-0.244	-0.01
8	117858174	RAD21	-0.328	-0.52	-0.158	-0.644	-1.152	-0.313	-0.276	-0.466	-0.295	-0.098	-0.314	-0.417	-0.308	-0.299	-0.337	-0.311	-0.453	-0.459	-0.173	-0.026	-0.318	-0.14	-0.144	-0.285	-0.257	-0.102	-0.521	-0.232	-1.33	-0.936	-0.572	-0.263	-0.743	-0.367	-0.533	-0.288	-0.298	-2.233	-0.239	-0.484
8	145736667	RECQL4	-0.284	-0.307	-0.285	-0.549	-0.052	-0.171	-0.274	-0.238	-0.388	-0.332	-0.099	-0.438	-0.215	-0.319	-0.053	-0.269	-0.763	-0.059	-1.347	-0.291	-0.519	-0.866	-0.789	-0.087	-0.19	-0.806	-0.842	-0.303	-0.234	-1.04	-0.247	-0.155	-0.503	-0.145	-0.014	-1.15	-0.552	-0.365	-0.696	-0.221
10	27035522	ABI1	-0.351	-0.543	-1.2	-1.061	-2.065	-0.048	-0.058	-1.416	-0.038	-0.372	-0.106	-0.953	-0.575	-0.176	-1.317	-0.436	-0.263	-0.295	-2.44	-1.962	-1.206	-0.225	-0.1	-1.333	-0.721	-1.189	-0.564	-0.455	-0.519	-0.701	-0.822	-0.546	-1.276	-0.025	-0.449	-2.196	-0.432	-0.283	-0.346	-2.095
10	32297938	KIF5B	-0.486	-0.629	-0.138	-0.724	-0.55	-0.163	-1.132	-0.682	-0.168	-0.99	-1.252	-1.37	-1.733	-1.212	-0.766	-0.378	-0.036	-0.34	-0.626	-2.228	-0.236	-1.321	-1.097	-0.668	-0.453	-1.771	-1.581	-0.719	-0.778	-0.252	-0.68	-1.566	-0.926	-1.087	-0.547	-0.484	-1.07	-0.286	-1.139	-1.012
10	21823094	MLLT10	-0.194	-0.538	-0.998	-0.796	-1.158	-0.264	-0.183	-0.426	-0.544	-0.535	-0.435	-1.345	-0.471	-0.15	-0.362	-0.396	-1.116	-0.844	-0.073	-0.681	-1.088	-0.385	-0.573	-0.935	-0.603	-0.411	-1.831	-0.491	-0.405	-0.592	-0.484	-2.281	-0.436	-0.438	-0.355	-0.324	-0.454	-0.938	-0.683	-0.52
10	51565108	NCOA4	-0.058	-1.435	-0.375	-0.834	-0.066	-1.376	-0.546	-0.396	-0.27	-0.812	-0.748	-0.119	-0.652	-1.402	-1.161	-1.17	-0.234	-1.043	-1.159	-1.026	-0.206	-0.526	-0.534	-0.205	-0.391	-0.426	-0.785	-0.529	-0.666	-0.456	-0.188	-0.889	-0.225	-0.252	-0.232	-0.428	-0.01	-0.407	-0.908	-0.608
10	43572475	RET	-0.141	-1.454	-0.255	-0.225	-0.518	-0.808	-0.268	-0.548	-1.264	-0.671	-0.842	-0.257	-1.501	-0.552	-0.376	-0.406	-0.619	-1.363	-0.664	-1.723	-0.081	-0.091	-1.292	-2.752	-0.08	-0.675	-0.46	-0.64	-0.224	-1.403	-1.128	-0.068	-0.517	-0.299	-0.22	-0.473	-0.477	-0.259	-0.388	-0.394
10	31607424	ZEB1	-0.579	-0.192	-0.705	-0.612	-0.081	-0.239	-0.417	-0.361	-2.749	-0.753	-1.433	-0.059	-0.607	-0.315	-0.281	-0.383	-0.464	-1.596	-0.718	-0.151	-1.839	-0.819	-0.29	-0.44	-1.696	-0.769	-0.679	-0.273	-0.927	-1.164	-0.761	-0.063	-0.381	-1.751	-0.553	-1.519	-0.3	-1.178	-1.162	-1.279
21	39751949	ERG	-0.421	-0.707	-0.232	-1.853	-0.188	-0.657	-0.261	-0.688	-0.586	-0.054	-0.498	-0.261	-0.261	-0.752	-0.261	-0.691	-0.696	-0.261	-0.261	-1.303	-1.537	-0.752	-1.186	-0.554	-0.261	-0.261	-0.408	-0.694	-0.108	-1.015	-0.658	-0.261	-1.11	-0.428	-0.261	-0.261	-0.809	-1.827	-0.524	-0.261
21	34398153	OLIG2	-0.483	-0.843	-0.638	-0.014	-0.261	-0.757	-0.644	-0.654	-0.748	-0.059	-0.694	-0.681	-0.379	-0.712	-0.261	-1.056	-1.298	-1.232	-0.683	-0.261	-1.014	-1.056	-1.116	-0.261	-0.261	-0.261	-0.261	-0.261	-0.652	-1	-0.001	-0.697	-0.687	-0.467	-0.393	-1.356	-0.717	-0.261	-0.519	-0.631
